49,51,51,
51,50,49,
49,52,50,
49,53,51,
50,49,50,
52,49,49,
50,53,51,
51,54,50,
51,50,51,
50,48,51,
52,55,49,
52,55,51,
48,51,49,
53,48,49,
53,56,52,
47,52,48,
54,57,51,
51,50,48,
46,53,47,
53,55,48,
54,47,50,
53,46,51,
54,45,52,
54,55,53,
45,54,47,
51,52,52,
54,56,49,
54,55,47,
46,55,47,
55,54,54,
45,56,46,
50,49,47,
44,57,45,
53,54,50,
55,55,46,
53,47,52,
56,55,55,
44,58,46,
53,50,49,
52,45,50,
57,56,55,
55,46,52,
47,54,47,
45,59,47,
55,44,53,
47,56,48,
48,55,49,
58,57,55,
49,48,48,
54,54,46,
54,58,52,
55,55,45,
49,47,47,
56,55,46,
44,59,48,
55,54,44,
55,53,43,
43,58,47,
45,58,45,
54,56,48,
47,56,47,
54,57,53,
43,57,48,
57,58,56,
43,57,49,
42,59,46,
50,46,47,
54,48,52,
53,59,53,
49,52,48,
48,46,48,
58,59,56,
53,60,54,
42,57,49,
56,53,55,
56,45,54,
53,49,51,
48,50,51,
56,56,46,
44,53,47,
55,57,51,
48,52,49,
41,56,49,
40,57,48,
57,54,47,
52,57,52,
45,59,49,
57,57,47,
54,54,54,
46,58,46,
57,46,55,
41,60,46,
45,59,50,
58,58,48,
54,50,50,
54,54,51,
54,56,44,
49,49,52,
54,43,53,
59,59,57,
43,54,46,
56,44,52,
47,56,50,
55,43,54,
58,56,54,
45,52,46,
56,42,54,
52,58,51,
47,50,52,
44,58,51,
57,57,46,
59,57,56,
54,52,43,
55,57,45,
42,54,47,
59,56,57,
57,60,57,
54,52,42,
54,59,52,
59,57,58,
56,42,55,
55,54,43,
39,58,48,
55,42,56,
48,49,51,
52,61,55,
54,57,45,
41,59,45,
54,60,53,
49,48,53,
52,59,50,
56,41,55,
53,57,43,
45,53,48,
52,58,43,
51,48,46,
51,60,56,
51,46,46,
43,53,48,
54,51,43,
40,55,50,
52,59,44,
55,61,53,
41,60,44,
54,51,42,
56,54,42,
58,61,57,
39,54,50,
40,59,47,
47,56,51,
51,57,42,
57,53,42,
38,59,48,
51,61,56,
54,42,52,
46,60,48,
41,54,51,
56,53,47,
58,59,58,
51,58,41,
43,58,44,
55,53,42,
55,41,51,
55,57,49,
44,60,51,
53,50,43,
42,61,43,
52,47,52,
48,45,47,
57,59,59,
56,43,56,
52,60,49,
39,60,48,
58,53,41,
38,53,49,
48,57,47,
44,61,51,
54,40,50,
57,52,46,
58,57,49,
38,53,51,
39,58,47,
53,43,51,
37,54,50,
58,60,60,
56,58,47,
46,61,47,
60,55,57,
46,49,51,
55,40,49,
56,40,56,
56,39,48,
55,38,47,
56,47,56,
50,45,45,
48,44,46,
41,62,44,
57,39,47,
58,39,48,
60,59,58,
53,60,45,
54,62,52,
50,44,44,
52,60,57,
49,45,43,
56,37,48,
57,37,48,
36,55,51,
48,55,52,
52,42,52,
40,60,49,
53,52,41,
39,53,48,
58,51,47,
54,58,43,
60,56,59,
43,62,52,
55,46,57,
55,39,56,
37,52,48,
51,59,40,
36,53,47,
54,45,58,
38,52,51,
37,51,49,
55,38,46,
54,63,52,
54,38,46,
37,60,47,
47,46,47,
59,62,57,
44,59,52,
38,51,47,
56,58,60,
57,59,61,
42,63,43,
43,63,42,
50,59,40,
57,52,40,
58,36,47,
36,54,46,
37,58,47,
56,51,41,
56,44,57,
55,57,59,
46,47,46,
53,39,46,
55,50,40,
54,54,41,
59,36,47,
57,60,55,
60,37,46,
51,46,53,
35,55,47,
44,61,53,
36,60,46,
38,52,52,
50,57,41,
56,61,54,
52,59,39,
37,54,45,
59,57,47,
37,53,52,
54,40,56,
59,54,41,
40,60,50,
55,58,60,
40,61,51,
41,64,43,
59,50,46,
41,62,52,
53,63,52,
59,36,46,
53,60,43,
55,59,53,
57,37,46,
59,52,46,
41,60,42,
54,37,46,
57,59,55,
47,47,45,
53,36,47,
43,62,54,
54,49,39,
41,61,46,
57,39,57,
48,56,53,
34,54,47,
60,53,45,
42,60,41,
48,44,43,
60,50,46,
54,45,59,
51,51,53,
61,59,59,
60,63,58,
55,48,57,
61,38,45,
62,58,60,
40,64,42,
39,62,52,
63,58,61,
48,43,44,
43,59,42,
55,51,40,
52,35,46,
59,37,45,
54,44,58,
60,62,56,
42,65,43,
57,37,49,
40,63,53,
57,43,52,
41,64,53,
59,58,46,
41,66,43,
55,49,52,
60,55,58,
35,55,45,
44,63,51,
39,65,43,
35,61,47,
58,63,56,
45,49,52,
45,46,46,
58,47,54,
44,47,46,
41,65,53,
44,50,53,
59,59,45,
38,53,45,
60,58,44,
34,53,47,
50,43,45,
59,58,43,
57,40,58,
49,43,44,
53,37,45,
61,64,59,
38,63,53,
60,60,44,
47,43,45,
54,58,61,
61,37,44,
44,51,54,
62,64,59,
54,61,44,
60,56,47,
54,38,56,
57,38,58,
53,37,57,
53,50,38,
61,61,55,
49,42,43,
39,60,46,
51,35,45,
62,36,45,
50,36,45,
61,61,45,
56,40,54,
61,52,44,
52,36,56,
53,57,62,
54,46,58,
61,37,43,
45,52,55,
63,65,59,
56,41,59,
58,51,41,
59,50,40,
59,40,49,
46,42,46,
37,51,51,
43,48,45,
45,43,45,
53,59,38,
42,47,46,
45,59,53,
37,64,54,
55,64,53,
54,56,58,
48,41,43,
60,60,43,
39,66,44,
61,57,46,
38,65,53,
57,40,60,
37,65,55,
56,49,41,
59,57,60,
37,64,56,
39,52,51,
56,41,61,
40,51,50,
38,67,45,
40,63,41,
62,61,45,
33,55,48,
62,39,44,
53,41,52,
35,61,45,
49,36,44,
39,53,53,
60,49,41,
61,35,44,
42,66,52,
38,67,43,
51,42,53,
57,37,57,
37,67,46,
43,57,52,
63,66,59,
54,56,63,
48,36,43,
34,54,45,
52,36,57,
45,42,44,
62,51,45,
41,67,42,
47,36,44,
52,61,53,
54,49,38,
58,39,56,
52,35,56,
62,34,44,
43,63,55,
51,34,57,
54,61,42,
63,57,59,
36,63,56,
38,68,42,
63,39,45,
39,66,52,
59,58,42,
35,64,56,
33,52,48,
61,50,44,
42,67,43,
40,68,41,
58,59,62,
51,44,46,
61,54,59,
43,48,44,
50,62,55,
43,65,52,
63,33,43,
51,33,56,
60,35,48,
64,67,59,
60,58,42,
51,59,38,
58,41,61,
60,63,55,
59,49,39,
43,68,42,
59,40,61,
50,58,40,
62,33,43,
64,39,44,
40,62,40,
63,34,42,
49,35,43,
50,49,45,
54,55,40,
53,40,45,
42,64,55,
65,68,59,
35,62,45,
64,69,60,
51,45,43,
61,49,40,
63,60,46,
52,58,63,
60,40,62,
49,58,41,
53,56,61,
57,58,63,
64,38,46,
45,43,43,
50,32,55,
59,48,42,
64,39,43,
62,35,41,
39,67,53,
36,56,48,
45,43,47,
37,53,44,
41,65,56,
51,59,64,
60,58,41,
50,60,65,
39,63,39,
59,60,62,
54,59,62,
46,60,51,
53,54,42,
63,36,40,
50,44,42,
50,58,63,
44,42,47,
51,43,42,
64,58,58,
58,57,41,
50,47,54,
32,56,48,
37,62,57,
51,62,57,
45,56,44,
61,53,60,
61,49,47,
44,44,43,
63,62,46,
50,60,37,
52,32,55,
47,40,42,
50,45,41,
41,46,47,
57,40,55,
36,51,51,
42,69,41,
53,32,56,
50,63,55,
53,47,59,
45,49,54,
42,54,52,
61,61,42,
64,32,43,
63,70,60,
64,71,59,
35,59,47,
42,47,43,
64,37,39,
40,67,51,
49,32,56,
56,64,54,
60,41,63,
59,40,64,
39,52,45,
44,67,41,
62,62,47,
41,47,42,
59,39,62,
53,48,59,
45,41,44,
64,58,57,
54,62,41,
40,66,54,
60,35,49,
36,56,44,
36,68,45,
56,42,62,
50,34,42,
64,59,57,
50,60,63,
43,41,46,
53,50,40,
47,60,50,
52,49,45,
42,47,44,
49,60,36,
35,67,46,
45,67,40,
35,63,46,
52,59,48,
63,67,60,
53,60,63,
39,66,55,
53,48,37,
39,65,41,
35,52,46,
44,63,56,
52,50,37,
60,52,47,
43,41,48,
49,33,42,
37,68,43,
60,35,44,
62,71,61,
58,61,54,
61,36,49,
49,60,64,
65,40,45,
46,67,41,
59,64,55,
61,62,42,
56,43,62,
65,31,42,
55,62,43,
38,67,55,
49,36,42,
58,61,62,
64,37,41,
35,64,55,
57,36,58,
37,67,41,
56,35,57,
32,57,48,
54,39,51,
38,62,38,
43,48,47,
35,51,51,
62,35,46,
36,67,40,
38,68,47,
50,60,35,
63,35,39,
36,56,52,
37,56,43,
49,61,37,
50,61,62,
61,71,62,
55,48,37,
57,63,53,
64,63,45,
39,68,55,
62,48,41,
64,64,60,
54,47,36,
37,61,58,
43,43,44,
41,46,41,
32,51,49,
64,30,41,
55,50,37,
48,59,35,
63,61,48,
34,68,47,
36,57,53,
36,51,48,
62,34,46,
51,49,36,
52,32,54,
58,37,57,
66,68,60,
62,36,38,
51,45,52,
52,34,46,
62,63,47,
43,49,44,
60,70,63,
60,72,63,
51,51,37,
36,63,58,
44,50,43,
63,71,58,
59,38,62,
41,45,40,
49,31,56,
59,36,56,
67,69,60,
34,64,56,
59,48,38,
65,58,58,
65,30,43,
54,63,40,
50,32,41,
42,42,48,
58,35,55,
59,69,64,
51,43,47,
62,72,57,
38,68,56,
67,68,59,
63,48,40,
45,62,47,
48,30,56,
66,41,44,
59,41,62,
60,69,65,
56,49,37,
58,68,63,
61,36,50,
62,50,45,
52,31,56,
54,64,41,
37,61,59,
47,30,55,
61,52,60,
45,64,55,
60,60,41,
39,68,57,
40,46,39,
51,46,40,
62,61,41,
58,59,63,
61,54,46,
60,51,39,
35,62,59,
55,65,55,
64,72,57,
35,55,53,
64,37,46,
36,60,44,
43,68,40,
48,36,41,
49,59,66,
60,39,65,
49,64,54,
54,40,57,
54,55,59,
55,43,62,
53,49,60,
53,61,62,
35,68,47,
50,33,58,
32,50,50,
56,42,63,
48,58,65,
62,51,46,
37,55,43,
64,47,39,
62,54,47,
50,64,56,
65,40,43,
64,73,56,
51,48,47,
60,35,57,
36,68,42,
43,67,52,
68,69,59,
53,65,40,
54,62,63,
31,56,47,
42,68,52,
41,55,47,
65,73,58,
50,42,53,
31,51,48,
61,51,61,
59,55,48,
49,62,37,
59,71,62,
55,64,39,
53,30,55,
65,37,42,
60,68,64,
30,57,47,
61,67,64,
36,69,42,
39,63,38,
55,54,39,
41,69,42,
51,37,55,
30,52,48,
36,66,56,
49,31,42,
61,72,63,
46,65,56,
50,61,34,
59,40,60,
51,61,50,
65,36,39,
50,46,55,
54,46,35,
62,54,45,
63,46,38,
53,45,60,
64,57,62,
63,40,45,
65,29,44,
40,45,48,
58,47,37,
64,63,47,
59,54,59,
40,69,58,
42,56,52,
46,29,56,
59,56,40,
36,65,54,
40,62,47,
65,64,44,
56,64,40,
54,44,62,
51,33,53,
35,59,43,
41,67,55,
66,70,59,
69,70,59,
47,59,66,
61,73,64,
60,64,60,
39,70,59,
60,66,65,
59,46,53,
64,73,55,
53,43,62,
65,74,54,
29,52,49,
36,60,43,
63,71,62,
63,29,42,
59,39,56,
50,46,56,
36,63,47,
42,44,40,
66,65,44,
35,57,51,
35,66,55,
35,69,48,
36,61,60,
34,67,55,
63,73,54,
41,43,49,
48,49,54,
65,37,47,
58,48,53,
60,42,64,
38,53,43,
39,62,42,
34,62,60,
47,35,40,
35,69,42,
48,57,40,
49,43,53,
48,58,67,
62,45,39,
47,36,39,
38,69,54,
64,72,53,
41,45,42,
66,38,48,
62,73,55,
44,67,51,
59,48,37,
61,38,66,
44,58,41,
46,41,41,
59,43,64,
61,69,62,
