50,49,50,
50,50,49,
50,51,48,
50,52,48,
50,51,51,
51,52,47,
51,48,51,
50,53,49,
49,51,47,
49,52,52,
52,48,51,
50,47,52,
49,51,46,
51,46,52,
49,47,51,
52,53,46,
53,47,50,
48,50,45,
53,53,45,
49,47,53,
54,47,49,
51,54,46,
48,53,51,
50,46,51,
54,48,48,
53,49,52,
47,50,44,
53,47,47,
48,48,50,
52,46,46,
50,46,54,
47,51,46,
53,54,47,
47,49,46,
47,54,50,
50,55,45,
53,46,50,
48,49,51,
54,50,53,
53,49,54,
49,45,50,
46,49,47,
54,55,48,
45,48,48,
47,51,43,
48,45,49,
54,46,46,
52,45,45,
52,53,44,
48,47,54,
51,52,43,
47,55,51,
52,45,53,
55,49,52,
44,47,49,
47,45,48,
51,44,45,
53,44,44,
54,47,45,
50,45,54,
51,56,44,
43,48,48,
47,47,51,
53,44,46,
54,53,48,
53,48,45,
43,47,49,
48,53,53,
43,48,49,
51,46,55,
46,44,48,
51,43,45,
53,52,44,
47,53,53,
49,54,52,
55,48,46,
49,56,46,
48,48,55,
42,49,49,
49,44,48,
54,53,46,
52,50,55,
56,49,51,
48,55,50,
49,56,50,
53,43,46,
54,42,47,
43,46,50,
55,41,47,
47,46,47,
41,49,48,
46,51,43,
54,51,43,
49,49,52,
46,52,45,
52,57,43,
53,58,42,
53,50,56,
46,55,49,
51,50,54,
53,56,49,
46,47,51,
45,50,42,
54,51,53,
42,45,51,
48,45,47,
54,45,45,
50,43,44,
47,56,49,
48,48,56,
56,40,48,
53,49,57,
45,51,41,
47,43,47,
51,58,43,
57,50,52,
52,57,49,
57,39,49,
51,59,42,
49,49,44,
54,56,49,
45,53,44,
41,50,49,
54,49,57,
58,38,48,
41,44,50,
45,56,50,
58,40,50,
46,42,47,
58,51,51,
54,40,46,
51,56,46,
40,45,51,
54,51,42,
53,57,42,
52,47,55,
52,60,42,
57,37,47,
42,46,48,
54,55,46,
47,47,55,
40,43,49,
49,43,43,
54,50,58,
51,44,53,
45,50,40,
44,49,39,
40,50,47,
50,60,41,
55,43,48,
39,43,49,
56,36,48,
56,43,49,
43,45,48,
59,37,48,
40,49,46,
40,42,50,
48,56,52,
60,37,49,
53,50,59,
42,43,50,
55,53,45,
45,52,40,
54,51,45,
48,57,53,
48,44,50,
41,41,50,
53,61,42,
45,49,38,
47,58,52,
44,45,49,
48,59,53,
40,48,46,
54,45,44,
55,56,49,
61,37,50,
57,49,53,
53,51,59,
52,56,50,
53,52,60,
46,53,43,
43,49,38,
55,56,50,
49,42,42,
39,43,51,
40,47,45,
49,44,54,
49,56,54,
54,52,60,
53,53,60,
50,49,43,
39,49,45,
43,44,47,
42,46,50,
54,56,41,
59,39,51,
40,50,50,
41,46,44,
48,57,45,
50,41,41,
52,43,54,
53,43,55,
47,46,46,
44,55,49,
44,50,40,
59,36,47,
39,51,47,
52,42,56,
46,50,39,
51,41,57,
53,42,53,
60,40,52,
52,60,41,
39,48,45,
51,58,50,
39,41,51,
59,51,51,
38,49,45,
42,45,43,
46,49,38,
49,43,51,
61,38,51,
47,45,51,
59,41,53,
50,51,55,
52,62,41,
53,41,48,
54,55,40,
56,47,45,
54,60,43,
51,57,48,
53,63,40,
49,41,43,
53,46,56,
55,53,61,
48,40,42,
55,41,46,
53,64,41,
37,48,44,
54,60,41,
45,48,37,
56,54,61,
56,55,62,
57,48,53,
55,54,44,
56,36,46,
49,60,54,
57,35,45,
57,54,63,
44,57,50,
46,54,54,
61,40,51,
57,47,54,
39,41,52,
50,40,56,
46,47,38,
56,34,45,
49,61,55,
53,48,58,
54,54,61,
46,46,55,
57,36,49,
56,55,51,
38,40,51,
62,38,50,
48,61,56,
50,60,53,
50,61,52,
50,41,58,
47,61,56,
57,55,52,
55,37,45,
58,34,46,
48,43,51,
41,50,51,
56,53,44,
47,49,37,
43,50,37,
58,49,54,
61,38,48,
52,48,44,
50,58,41,
48,43,55,
57,53,60,
57,56,63,
63,37,50,
40,45,43,
53,54,39,
42,50,52,
58,52,60,
42,48,38,
48,56,55,
56,36,44,
59,42,54,
59,34,46,
51,52,50,
39,41,53,
56,36,50,
42,51,37,
55,59,44,
51,40,41,
39,46,45,
58,42,55,
56,40,45,
55,40,49,
64,37,50,
58,41,55,
56,57,64,
43,52,37,
51,52,54,
64,36,50,
57,55,63,
57,34,47,
38,44,52,
51,42,59,
58,56,52,
45,41,46,
58,51,61,
57,52,62,
51,62,53,
58,50,62,
57,54,59,
60,36,48,
55,52,43,
55,35,44,
42,45,46,
54,61,44,
46,47,36,
55,57,65,
42,40,49,
52,58,47,
56,59,45,
65,38,49,
58,40,54,
42,46,52,
44,56,48,
54,55,61,
54,45,56,
55,45,43,
44,58,49,
51,63,41,
43,41,49,
50,42,51,
54,65,41,
60,38,48,
52,39,41,
54,34,43,
45,40,46,
41,47,39,
66,37,50,
63,35,51,
55,44,57,
43,46,47,
64,34,50,
63,33,49,
57,40,54,
53,55,61,
45,57,47,
55,50,57,
51,47,56,
66,36,51,
67,36,52,
47,42,52,
56,57,51,
58,50,63,
47,39,41,
57,52,44,
50,55,43,
51,39,57,
54,50,55,
53,66,42,
52,67,42,
59,56,51,
43,56,49,
53,57,51,
55,64,42,
53,33,43,
49,40,59,
56,55,43,
60,33,45,
50,63,54,
52,33,42,
55,60,40,
45,50,47,
53,66,43,
51,38,56,
52,56,60,
62,40,52,
48,61,57,
50,55,53,
47,53,55,
41,48,40,
61,34,44,
46,59,51,
52,68,43,
51,58,47,
67,35,53,
53,33,41,
44,51,36,
42,49,51,
55,46,50,
56,44,48,
46,47,35,
52,65,44,
41,50,37,
55,33,42,
40,51,36,
59,49,55,
58,55,58,
49,57,42,
52,67,41,
47,47,35,
62,33,48,
63,39,52,
40,41,54,
56,48,44,
47,59,53,
51,37,56,
54,57,65,
45,51,46,
55,54,39,
59,33,47,
51,66,43,
50,66,44,
60,40,54,
39,46,43,
37,45,52,
67,36,54,
66,39,48,
54,33,44,
50,40,40,
40,40,55,
53,39,40,
44,41,50,
55,32,43,
59,43,54,
41,39,55,
40,49,39,
51,66,45,
56,58,64,
45,40,47,
46,61,57,
45,46,35,
50,60,55,
43,58,51,
52,43,59,
49,67,43,
51,32,41,
52,32,40,
58,50,56,
58,51,64,
51,64,53,
49,58,41,
39,44,42,
54,44,42,
57,37,43,
54,38,39,
60,48,55,
60,57,51,
57,49,44,
58,37,42,
55,37,51,
57,58,50,
39,46,50,
52,63,52,
50,39,60,
55,37,38,
45,45,54,
56,57,65,
49,60,58,
48,40,58,
49,55,56,
56,36,37,
58,49,43,
50,66,42,
44,50,45,
56,59,43,
39,50,36,
53,31,39,
66,37,53,
65,35,52,
57,59,64,
43,50,36,
56,58,66,
46,57,46,
52,65,54,
59,50,60,
55,59,67,
55,54,48,
38,50,48,
59,52,59,
46,45,34,
37,50,44,
59,49,61,
50,62,56,
45,52,36,
67,40,47,
40,40,56,
59,58,50,
65,38,48,
57,52,65,
41,51,53,
55,61,41,
65,35,53,
47,58,44,
53,68,44,
58,52,66,
62,40,50,
57,60,44,
55,35,47,
55,51,57,
57,38,44,
56,59,39,
46,58,43,
47,41,47,
42,59,52,
48,59,40,
49,62,51,
50,67,41,
53,68,40,
63,33,47,
63,40,53,
68,41,48,
59,56,57,
62,40,51,
38,41,50,
61,32,46,
52,55,62,
57,50,65,
44,44,55,
42,47,38,
49,59,59,
56,51,61,
48,60,60,
56,60,46,
68,41,46,
57,53,67,
51,48,42,
49,55,57,
62,35,44,
56,62,42,
52,65,46,
40,50,35,
54,62,39,
60,57,58,
60,39,55,
54,30,39,
61,58,50,
58,48,42,
46,52,56,
44,56,46,
61,56,52,
54,36,47,
56,60,66,
59,57,56,
53,67,39,
57,58,38,
49,39,39,
38,47,42,
58,52,45,
56,60,68,
43,47,53,
46,62,56,
56,49,45,
49,68,41,
46,62,58,
47,45,33,
41,46,40,
50,60,60,
46,39,48,
52,37,56,
53,68,41,
47,41,58,
41,59,52,
67,37,55,
48,45,32,
54,44,46,
50,64,55,
59,48,41,
61,58,59,
42,48,54,
63,41,54,
37,51,43,
52,62,51,
40,50,52,
52,69,39,
53,64,39,
36,48,44,
49,65,43,
35,48,44,
48,44,31,
61,49,54,
36,50,42,
45,57,43,
39,51,35,
61,40,56,
68,37,51,
68,34,54,
61,38,54,
58,57,64,
56,59,49,
57,61,47,
54,36,37,
48,57,41,
41,39,50,
48,48,35,
64,40,53,
56,46,55,
69,38,50,
48,68,44,
41,38,56,
49,65,55,
53,69,45,
44,46,55,
57,61,69,
49,64,53,
40,59,51,
45,53,57,
42,57,52,
46,39,40,
39,41,56,
41,39,48,
47,68,44,
47,46,31,
46,40,59,
54,61,38,
48,65,52,
61,32,44,
43,40,50,
54,32,39,
46,47,31,
52,64,52,
37,50,48,
53,30,38,
39,51,53,
